,name,Prey,Name Of Young,Group Behavior,Fun Fact,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Other Name(s),Gestation Period,Habitat,Diet,Average Litter Size,Lifestyle,Common Name,Number Of Species,Location,Slogan,Group,Litter Size,Predators,Type,Distinctive Feature,Temperament,Training,Wingspan,Incubation Period,Age Of Fledgling,Average Clutch Size,Main Prey,Age Of Independence,Average Spawn Size,Nesting Location,Age of Molting,Favorite Food,Origin,Optimum pH Level,Migratory,Special Features,Optimum PH Level
1424,Sleeper Shark,"Fish, seals, and mollusks",,Solitary,The Greenland shark is one of the longest living vertebrates in the world.,Unknown,Overfishing,The sharp dagger-like teeth,Greenland Shark,Varies,Oceans,Carnivore,,,Sleeper Shark,20,,,,,"Humans, Killer Whales, other sharks",Shark,,,,,,,,,,,,,,,Varies,,,
1425,Sloth,,,,,,,,,,Tall trees in tropical rainforest,Omnivore,1,Solitary,,,,It's body temperature is between 30 - 34 degrees!,,,"Eagles, Snakes, Jaguar",Mammal,,,,,,,,"Leaves, Buds, Fruit",,,,,Leaves,,,,,
1426,Slow Worm,,,,Found widely throughout British gardens!,,,,,,Grassland and woodlands,Carnivore,,Solitary,,,,Found widely throughout British gardens!,,,"Cats, Dogs, Birds",Reptile,Long snake-like body and small eyes,,,,,,8,"Insects, Slugs, Worms",,,,,Insects,,,,,
1427,Slug,"worms, snails, carrion",,,"They glide around on one foot, which is aided by the slime they produce",,,,Land slug,3-6 months,"gardens, foliage, wood and debris",Omnivore,,,Slug,,Worldwide,,,500 per year,"birds, reptiles, insects",gastropod,,,,,,,,,,,,,,,,,,
1428,Smokybrown Cockroach,Decaying plant and animal matter,Nymph,Colony,Has up to 45 eggs per egg case,,Extermination by humans,Rich mahogany coloring,Roach,24-70 days,,Omnivore,,Nocturnal,,1,All continents except Antarctica,,,40-45 eggs per egg case,,Insect,,,,,,,,,,,,,,,,,,
1429,Smooth Fox Terrier,,,,These dogs are known for their fast digging abilities.,,,,,,,Omnivore,,,,,,,,,,,,Energetic and curious,,,,,,,,,,,,,,,,
1430,Smooth Green Snake,"Insects, spiders, snails, slugs, and frogs",,Solitary/Group,,,,,,1 month,"Grasslands, meadows, marshes, and open woodlands",Omnivore,,Diurnal,Smooth green snake or grass snake,3,,,,,,,,,,,,,,,,,,,,,,,,
1431,Smooth Snake,"Snakes, lizards, rodents, and birds",,,,Unkown,Predators,"Two rows of small, irregularly shaped dark blotches running down the entire length of the body.",,,,Omnivore,4-15 live young,,,,,,,,"Pheasants, crows, red foxes, badgers, weasels, and birds of prey",,"In many specimens, the two rows of dark blotches that run down the body become fused around the head, forming what looks like a crown.",,,,,,,,,,,,,,,,,
1432,Snail,,,,"There are nearly 1,000 different species!",,,,,,Well-vegetated areas,Herbivore,200,,Snail,1000,Worldwide,"There are nearly 1,000 different species!",,,"Rodents, Frogs, Birds",,"Armoured shell with long, thin eye stems",,,,,,,"Leaves, Fruits, Stems",,,,,Leaves,,,,,
1433,Snake,,,,"There are around 3,000 known species worldwide",,,,,,,Carnivore,,Solitary,,,,"There are around 3,000 known species worldwide",,,,Reptile,,,,,,,,,,,,,,,,,,
1434,Snapping Turtle,,,,,,,,,,"Slow rivers, lakes and marshland",Omnivore,35,Solitary,,,,Only found in North America!,,,"Human, Raccoon, Alligator",Reptile,,,,,,,,"Fish, Birds, Frogs",,,,,Fish,,,,,
1435,Snook Fish,"Small fish, shrimp, crabs",,School,Males change into females after the spawning season,Unknown,Overfishing,Lateral line black stripe,"snoek, sergeant fish, robalo",28 hours,,Carnivore,,,Snook,12,,,,,"Humans, dolphins, osprey, heron",Ray-finned,,,,,,,,,,,,,,,2,,,
1436,Snorkie,rodents,puppies,Pack,"Snorkies are known for their funny, attention-getting antics.",unknown,being crushed by larger animals or people,,,60 days,domesticated,Omnivore,4,PackSocial,Snorkie,1,North America,,,4 puppies,,Mammal,,sweet and funny,can be difficult,,,,,rats,2 months,1 pound,,,meat,hybrid designer breed,,,,
1437,Snouted Cobra,"Birds, lizards, rodents, toads, and other snakes",,,"The snouted cobra, also known as the banded snouted cobra, is one of the most venomous snakes in all of Africa.",,,It has an especially large rostral scale on the end of its snout.,,,,Carnivore,,,Snouted Cobra,1,,,,8-33 eggs,,Snake,They have a dark scale beneath each eye resembling a tear.,,,,,,,,,,,,Mice and rats,,,,,
1438,Snow Crab,"Fish, shrimp, smaller crabs, clams",,Group,Snow crabs communicate with each other by waving or drumming their pincers.,Unknown,Ocean warming,,"Opie, opilio crab",Up to two years,,Carnivore,,,Snow crab,,,,,,,Crustacean,,,,,,,,,,"Up to 100,000 eggs",,,,,,,,
1439,Snow Leopard,"sheep, deer, antelopes, yaks and gazelles and smaller mammals and birds",cub,Solitary,"Unlike other big cats, snow leopards don’t roar.",8478,"Poaching, climate change",Pale gray coat and gray spots,Ounce,90 to 105 days,Mountains,Carnivore,,,Snow leopard,4,Central Asia,,Solitary,2 to 7,"Leopards, occasionally and other snow leopards",Mammal,,,,,,,,,,,,,,,,,,
1440,Snowshoe,,,,Thought to have originated in the 1960s!,,,,Saimese snowshoe,,,Omnivore,5,,Snowshoe,,,,Shorthair,,,,,"Affectionate, loving and loyal",,,,,,,,,,,,,,,,
1441,Snowshoe Hare," Leafy plants, flowers, grass, bark",Leveret,Solitary,An adult snowshoe hare can cover ten feet in a single jump.,, Habitat loss, Large hind feet,,36-40 days,"Forests, open fields, riverside thickets",Herbivore,,,Snowshoe hare,,Northern United States and Canada,,Solitary,1-7,"Coyotes, bobcats, wolves, owls, red foxes, lynx", Mammal,,,,,,,,,,,,,,,,,,
1442,Snowy Owl,,,,One of the largest owl species in the world!,,,,,,Woodland within the Arctic tundra,Carnivore,,Solitary,,,,One of the largest owl species in the world!,,,"Human, Foxes, Wild dogs",Bird,Black and white markings and large head,,,130cm - 164cm (51in - 65in),,,7,"Lemmings, Voles, Fish",,,,,Lemmings,,,,,
1443,Sockeye Salmon,"Zooplankton, amphipods, insects",,School,"Called ""red salmon"" because their skin turns bright red to dirty red during spawning season",Unknown,Overfishing,Bright red to dirty red coloration during spawning season,"Red salmon, kokanee salmon, blueback salmon",90 - 150 days,Ocean and tributaries,Carnivore,,,Sockeye salmon,1,,,,,,Salmon,,,,,90 to 150 days,,,,,,,,,,,,,7.5
1444,Somali,,,,"Active, intelligent and playful!",,,,"Fox Cat, Longhaired Abyssinian",,,Omnivore,5,,Somali cat,,,"Active, intelligent and playful!",Longhair,,,,,"Active, curious and playful",,,,,,,,,,,,,,,,
1445,Song Sparrow,Insects,"Nestling, fledgling",Solitary,Pumps its tail when it flies!,Over 100 million,Habitat loss,Distinctive brown and gray stripes,Song sparrow,12 to 14 days,"Shrubs, gardens, woodlands",Omnivore,,,,,North America,,,3-6,"Owls, hawks, cats",Sparrow,,,,,,,,,,,,,,,,,,
1446,Song Thrush,"Insects and their larvae, snails, earthworms, slugs",,,"A male song thrush can have over 100 phrases in his repertoire of songs and can imitate pet birds, telephones and other man-made objects.",75 million to about 120 million birds.,Habitat disruption,its song,"Throstle, mavis",,"Woods, temperate forests, scrub, shrublands, mountains, farms, gardens, parks",Omnivore,,,song thrush,1,"Europe, North Africa, Middle East, New Zealand, Australia",,,four to five,"Birds of prey, cats, dogs, humans",bird,,,,13.38 inches,10-17 days,,4,,,,"In a tree, in shrubs or creepers, on the ground",two weeks,,,,1,,
1447,South China Tiger,,,,,,,,,,Dense tropical forest,Carnivore,3,Solitary,,,,There are less than 20 in the wild!,,,Human,Mammal,,,,,,,,"Deer, Cattle, Wild Boar",,,,,Deer,,,,,
1448,Southern Black Racer,,,,"These snakes live underground, beneath piles of leaf litter or in thickets, and they are expert swimmers.",,,,,,,Carnivore,6-23 eggs,,"Black racer, North American racer",,,,,,,,,,,,,,,,,,,,,,,,,
1449,Southern Hognose Snake,"Toads, snakes, and lizards",,,The southern hognose snake has an upturned snout that enables it to dig through the soil.,,,,,,,Carnivore,,,Southern hognose snake,,,,,6-14 eggs,,,,,,,,,,,,,,,,,,,,
1450,Southern Pacific Rattlesnake,"Lizards, birds, snakes, frogs, and small mammals including rats, mice, rabbits, and ground squirrels.",neonate,Solitary,Southern Pacific rattlesnakes hibernate in dens that hold hundreds of snakes.,,habitat loss and human encounters,Rattle composed of interlocking keratin links.,,,"scrub brush, coastal sage, rocky hills",Carnivore,,NocturnalCrepuscularNocturnal/Crepuscularor Nocturnal Depending on Region and Season,Southern Pacific Rattlesnake,,Southern California from Santa Barbara County south to northern Baja California and the Santa Catalina Islands.,,,,"Coyotes, roadrunners, hawks, owls.",,"Large, triangular head and narrow neck.",,,,,,,"Rats, mice, rabbits, and ground squirrels.",,,,,,,,,,
1451,Spadefoot Toad,,,,,,,,,,Marshland prairies and open floodplains,Omnivore,250,Solitary,,,,They spend most of their time underground!,,,"Birds, Fish, Snakes",Amphibian,,,,,,,,"Fly, Ants, Spiders",,,,,Fly,,,,,
1452,Spanador,,,,The Spanador is a good swimmer.,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Spanish Goat,"Grass, herbs, shrubs, weeds, tree barks, and leaves",Calf,Herd,"They have long, horizontal ears.","approximately 500,000","Domesticated dogs, wolves, foxes, and coyotes",Long horizontal ears and thorns that are twisted at the points.,Brush goats and scrub goats,About 155 days,"Spain, Mexico, and the USA",Herbivore,,,,,,,,2-4,"Domesticated dogs, wolves, foxes, and coyotes",,,,,,,,,,,,,,,,,,,
1454,Spanish Mastiff,,,,Diego Velázquez’s famous 17th century painting of the Infanta and her dwarves includes a portrait of a Spanish Mastiff.,,,,,,,Omnivore,,,,,,,,,,,,"Affectionate, laid-back, independent",,,,,,,,,,,,,,,,
1455,Sparrow,,,,There are more sparrows in the world than people.,1.6 billion,,,,,Countryside and woodland,Omnivore,,Flock,,,,There are 140 different species!,,,"Cats, Snakes, Hawks",Bird,Small body size and rounded head,,,8.3 inches,10 to 14 days,,4,"Insects, Seeds, Berries",,,On or around buildings,82 days,,,,,,
1456,Sparrowhawk,"Birds, insects, rodents, and other mammals",,,The sparrowhawk is named after the fact that it hunts down and consumes sparrows,Several million,Habitat loss,The barred plumage on the breast,Sparhawks,,Forests and woodlands,Carnivore,,,Sparrowhawk,20,"Europe, Asia, Africa, and Oceania",,,,"Eagles, owls, falcons, goshawks, red foxes, and martens",Bird,,,,Up to 101cm (40in),A month,,,,,,Tall trees,1-2 months,,,,1,,
1457,Speckled Kingsnake,,,,The Salt and Pepper Snake,,,,,,,Carnivore,,,Speckled Kingsnake,,,,,Six to 23,,,,,,,,,,,,,,,,,,,,
1458,Spectacled Bear,,,,,,,,,,Coastal forests and deserts,Omnivore,2,Solitary,,,,Native to the Andes mountains of South America!,,,"Human, Jaguar, Mountain lion",Mammal,Light spectacles on face and long claws,,,,,,,"Berries, Mice, Birds",,,,,Berries,,,,,
1459,Sperm Whale,"Squid, sharks, skates, fish",,Pod/Solitary,Holds breath for up to 90 minutes at a time,"300,000 to 450,000","Human activity, climate change",Size and huge head,Cachalot,14 to 16 months,Ocean,Carnivore,1,,Sperm Whale,4,,Each tooth weighs 1kg!,,,"Sharks, Humans, Killer Whales",Cetacean Common nam,Cone-shaped teeth and enormous body size,,,,,,,,,,,,Squid,,6 - 9,,,
1460,Spider,,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Spider Ball Python,,,,The spider ball python is known for having a head wobble.,,,,,,,Carnivore,,,Ball python,,,,,1-11 eggs,,,,,,,,,,,,,,,,,,,,
1462,Spider Monkey,,,,,,,,,,Tropical jungle and rainforest,Omnivore,1,Troop,,,,Found in the tropical jungles of South America!,,,"Human, Eagles, Jaguar",Mammal,,,,,,,,"Fruit, Nuts, Leaves",,,,,Fruit,,,,,
1463,Spider Wasp,Spiders,,,They prey on spiders to feed their larvae or they parasitize other spider wasps.,,,,,,"Loose soil, rocks, or rotted wood.",Carnivore,,,,,,,,,"mammals, birds, reptiles, and amphibians",,,,,,,,,,,,,,,,,,,
1464,Spider-Tailed Horned Viper,"Prefers birds but will also eat lizards, rodents, and arthropods",,,"They like to hide in crevices on the sides of cliffs, waiting for prey.",,,,,,,Carnivore,,,Iranian Spider Viper,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Spinner Shark,,,Group,Can have up to 20 babies,Uncertain,"Human exploitation, habitat loss",Jumping and spinning,"Blacktip shark, longnose gray whaler",11 to 15 months,Tropical and warm temperate waters,Carnivore,,,Spinner shark,,,,,,Humans,,,,,,,,,,,,,,"Small bony fish ponds, streams, ocean, etc",,,,,
1466,Spinone Italiano,,,,They're one of the oldest hunting breeds on Earth.,,,,,,,Omnivore,,,,,,,,,,,,"Good-natured, hard-working, and playful",,,,,,,,,,,,,,,,
1467,Spiny Dogfish,"Octopuses, crabs, squid, smaller sharks, jellyfish, shrimp, and sea cucumber",,Pack,"Before overfishing, the Spiny Dogfish was the most abundant spark species in the world.","Biomass of 106.8 thousand metric tons in the Atlantic Ocean; 44,660,000 fish in the Pacific Ocean",Overfishing,,"Dogfish Shark, Spiky Dog, Piked Dogfish, Rock Salmon, Spring Dogfish, White-Spotted Dogfish Predators: Sharks, Seals, Orcas, Tuna, American Anglerfish, Humans",,Oceans and seas,Carnivore,,,Spiny Dogfish,2,,Found in ocean waters worldwide!,,,"Sharks, Whales, Humans",,,,,,,,6,"Fish, Squid, Crustaceans",,,,,"Octopuses, crabs, squid, smaller sharks, jellyfish, shrimp, and sea cucumber",,6.5-8.5,,,
1468,Spiny Hill Turtle,,Hatchling,Solitary,The shell serves as both a defense and camouflage!,Unknown,Habitat destruction,Spiked shell,Cogwheel turtle,100 - 145 days,"Forest, rainforest, mountains, hills",Omnivore,,,Spiny turtle,1,Indo-Malaysia,,,1 - 3,humans,Reptile,,,,,,,,,,,,,"Leaves, fruit, vegetation",,,,,
1469,Spitting Cobra,"Small mammals, amphibians, reptiles, insects, eggs, birds. Some species scavenge.",,Solitary,Spitting cobras are types of cobras that can spit venom at predators and prey.,,,,,,,Carnivore,2 to 23 eggs,,"Spitting cobra, ulupong",,Africa and Asia,,,,,,,,,,,,,,,,,,,,,,,
1470,Spixs Macaw,,,Flocks,Can Mimc Human Voices!,At least 160,Habitat Loss,Luxurious Blue Plumage,,,Desert Woodlands,Omnivore,,Diurnal,Spix's Macaw,,Brazil,One of earth's rarest animals!,Birds,,"Rats, feral cats, mongooses, and monkeys",,,,,,26 days,,,,,,,,,,,,,
1471,Sponge,,,Colony,Some people use sponges as sponges,unknown,"Climate change, habitat destruction",Surface pores,,,"oceans, seas, lakes",Omnivore,"1,000s",Sedentary,Sponge,,Worldwide,"There are more than 9,000 known species!",,,,Metazoa,,,,,,,,"Plankton, Mollusks, Crustaceans",,,,,,,,,,
1472,Spotted Gar,,,Solitary,They are commonly mistaken as logs in the water due to their cylindrical body.,Unknown,Water pollution,"Long, cylindrical body",Gar,10-14 days,6.0-8.0,Carnivore,,,Spotted gar,1,,,,,Other types of gars,Lepisosteidae,,,,,,,,"Minnows, mosquito larvae, blue crabs, larger fish",,,,,,,6.0-8.0,,,
1473,Spotted Lanternfly,,Nymphs,Solitary,"The spotted lanternfly is often confused for a moth, but it’s actually a type of planthopper",,Humans,The pink or tan colored wings,Lanternmoth,5 – 8 months,Trees,Herbivore,,,Spotted Lanternfly,,"Native to China, Vietnam, Taiwan, and India",,,20 - 60 eggs,Wasps and other insects,Insect,,,,,,,,,,,,,,,,,,
1474,Springador,,,,"The parental stock Labrador Retriever was nearly wiped out by home country tax policies but the breed found rescue and recovery in foreign lands, particularly in Great Britain.",,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Springbok,,Calves,Herd,The springbok has a large tuft of hair that emerges from a pouch on the back,Up to 2.5 million,Hunting,The large curved horns on the top of the head,,4-6 months,Savannas and deserts,Herbivore,,,Springbok,1,Southern Africa,,,1-2 calves,"Cheetahs, lions, leopards, hyenas, caracals, jackals, wild dogs, and eagles",Mammal,,,,,,,,,,,,,"Grasses, leaves, and flowers",,,,,
1476,Springerdoodle,,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Squash Beetle,,Nymphs,Colony,Often mistaken for a ladybug,unknown,Pest control by humans,Shield-like body,"Squash lady beetle, squash ladybugs",10 days,"Under plant debris, near buildings, near rocks, and other sheltered places",Herbivore,,,Squash beetle,1,North America,,,15-40 eggs,"Tachinid fly, sceleonids, and praying mantises",Insect,,,,,,,,,,,,,"Leaves, vines, fruit",,,,,
1478,Squid,,,,,,,,,,Cooler and temperate waters,Carnivore,5,Solitary,,,,Some species are known to have 10 arms!,,,"Human, Seal, Whales",Cephalopod,,,,,,,,"Fish, Crabs, Shrimp",,,,,Fish,,,,,
1479,Squirrel,,,,Small rodents found in woodlands worldwide!,,,,,,Woodland and dense forests,Omnivore,3,Solitary,,,,Small rodents found in woodlands worldwide!,,,"Snakes, Coyote, Weasels",Mammal,,,,,,,,"Fruit, Seeds, Insects",,,,,Fruit,,,,,
1480,Squirrel Monkey,"Fruit, Insects, Flowers",Infant,Troop,Lives in groups of up to 500 individuals!,Not Known,Habitat loss,Longer tail than body used for balance,Deaths Head Monkey,170 days,"Dense, tropical jungle close to a stream",Omnivore,1,Diurnal,Squirrel Monkey,5,Central and South America,Lives in groups of up to 500 individuals!,Mammal,,"Birds of Prey, Snakes, Humans",,,,,,,,,,,,,,,,,,,
1481,Squirrelfish,"Meroplankton, shrimp",Fry,Social,Uses vibrations to communicate with other fish,,Habitat loss,Large protuberant eyes,"Soldierfish, striped squirrelfish",48-72 hours,Tropical and subtropical reefs,Carnivore,,Social,Squirrelfish,70,Atlantic Ocean,,School,"500-1,000",Larger fish and sea birds,Fish,,,,,,,,,,,,,,,8.1-8.4,,,
1482,Sri Lankan Elephant,,,,One of the world's largest and rarest land animals,,,,,,Rainforest and tropical woodland,Herbivore,1,Herd,,,,Now restricted to a few parks!,,,"Human, Tiger",Mammal,Long trunk and large feet,,,,,,,"Grass, Fruit, Roots",,,,,Grass,,,,,
1483,Stabyhoun,,,,"It is a versatile, all-around working breed and pet.",,,,"Stabij, Stabijhoun, Fryske Stabij, Beike, Dutch Stabyhoun, Stabij, Frisian Pointer",,,Omnivore,,,Stabyhoun,,,,,,,,,"Gentle, sensitive, and active",,,,,,,,,,,,,,,,
1484,Staffordshire Bull Terrier,,,,,,,,,,,Omnivore,,,Staffordshire Bull Terrier,,,Known for their loyalty to their family!,Mastiff,,,,,,,,,,,,,,,,,,,,,
1485,Stag Beetle,"Rotting wood, fruits, and sap",Larvae,Solitary,The stag beetle consumes rotting and decaying wood when it is in the larva stage.,,Habitat loss,The massive mandibles of the male,,A few days,"Loose soil of deserts, forests, grasslands, and more",Herbivore,100,,Stag Beetle,1200,"Europe, North America",,,30 eggs,"Mammals, bird, reptiles, amphibians, and insects",Insect,,,,,,,,,,,,,,,,,,
1486,Standard Schnauzer,,,,This dog’s facial hair makes it look like it has a beard.,,,,,,,Omnivore,,,,,,,,4-8 pups,,,bristly eyebrows and a long mustache,"Intelligent, playful, affectionate, loyal",,,,,,,,,,,,,,,,
1487,Star-nosed mole,"Worms, mollusks, fish, and insects",Pups,Colony,The star-nosed mole has the ability to sense both electrical fields and ground vibrations,Unknown,Habitat loss,The star-shaped sensory organ on the nose,,45 days,Marshes and wetlands,Carnivore,,,Star-Nosed Mole,1,United States and Canada,,,2-7 pups,"Foxes, weasels, minks, domesticated cats and dogs, skunks, owls, and hawks",Mammal,,,,,,,,,,,,,,,,,,
1488,Starfish,Mollusks,,Solitary,Has a seawater-based vascular system instead of blood,unknown,coral reef destruction,"Bumpy, spiny skin",Sea star,4-8 weeks,coral reef,Carnivore,"1,000,000",Solitary,Starfish,2000,,Has 2 stomachs to aid digestion!,,,"Fish, birds, turtles, otters, carbs",Asteroidea,,,,,,,,"Crustaceans, Worms, Sea Urchins",,,,,Crustaceans,,,,,
